SMILES,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,HallKierAlpha,Ipc,Kappa2,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_O,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,ALDH1_inhibition
c1ccc2[nH]c(SCc3cn4ccccc4[nH+]3)nc2c1,0.18662634908099657,0.46638416888565387,0.9512228148823727,0.5727581563415057,0.28987257697880514,0.0,0.47040252253125797,0.6703994701709931,0.3149907743897115,0.5356521739130434,0.732110091743119,0.8651162790697675,0.15706362221689302,0.37446641431127503,0.2540623892751428,0.8974929336553101,0.45298343963413457,0.7563001775665052,0.37278557604439,0.2275560375833625,0.7976632950589546,0.20664448415187608,0.4086041088382922,0.4094256259204714,6.390261720673318e-05,0.1891987379598595,0.03526070057124446,0.11864238761153126,0.1251235358694269,0.2974116540794112,0.0,0.23899633494762818,0.0,0.0,0.3632591433872442,0.0,0.0,0.2904672699134486,0.16168744179382477,0.11004538102139601,0.3991339271350993,0.09259926823552035,0.40704888311509735,0.0,0.2757906507421768,0.0,0.09093827128787564,0.0,0.4828299119255871,0.0,0.0,0.1552285888267199,0.0,0.0,0.1689789083281391,0.1445929597592055,0.14116241991915218,0.0,0.06264130917976493,0.5520082217947262,0.0,0.3697937255298735,0.0,0.1920543266102798,0.0,0.0,0.0,0.0,0.0,0.2853608872270688,0.06873023399148713,0.1609952138853377,0.5009005577835598,0.35223741118873325,0.0,0.04853446454040991,0.05518233272009868,0.16967782581048105,0.026096718735081084,0.4108903514110316,0.6342205920451653,0.45353350504317996,0.5525065503257073,0.14533328591344777,0.5196686775297977,0.06666666666666667,0.2,0.26666666666666666,0.0,0.0,0.0,0.25,0.75,0.6666666666666666,0.25,0.16666666666666666,0.26666666666666666,0.21428571428571427,0.0,0.0,0.0,0.5,0.7170352842141541,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nn1c(Cc2cccc3ccccc23)nnc1SCc1ccccc1Cl,0.318647807378622,0.34409012078430967,0.9212768153746421,0.35216660114255627,0.5080677865045142,0.0,0.3346860965963744,0.6671388830397924,0.3183224182306725,0.34180602006688954,0.5088214537755822,0.6976744186046512,0.18668225383097437,0.25569935101688657,0.28836305623224656,0.7068753925392688,0.49518550572861475,0.6939950869835769,0.37280828072367433,0.6524488744605242,0.7762703280570509,0.1999114766993058,0.5893735816006702,0.37555228276877767,0.0009396657104628575,0.3636683573322854,0.0711867366597814,0.13908333432375153,0.0,0.15964862558326556,0.1483102355646534,0.0,0.0,0.0,0.11821825795941246,0.0,0.2197529621110228,0.8146242793623776,0.24845762590443438,0.31194523912998035,0.0,0.0,0.48852044082986656,0.0,0.2854800146341689,0.0,0.14446131576614155,0.0791142595018056,0.7073061759962047,0.0,0.0,0.18197298748809454,0.0,0.0,0.3356455749948058,0.14967294996031227,0.2987153110788503,0.0,0.18648850036459216,0.6612034946933681,0.24999999999999997,0.23881568618000865,0.0,0.23068477553675998,0.0,0.0,0.0,0.0,0.22031120972375473,0.16973302159625153,0.3391625834583776,0.06400590686450118,0.4280281772066667,0.45154263664862904,0.25060627738713814,0.04418384764936617,0.2507664088549121,0.018057263842193416,0.21826391050206403,0.33343657001951676,0.8614508933208043,0.6803302670865979,0.4277902620109435,0.14533328591344777,0.5196686775297977,0.1,0.2,0.26666666666666666,0.0,0.0,0.0,0.75,0.25,0.6666666666666666,0.41666666666666663,0.16666666666666666,0.33333333333333337,0.3571428571428571,0.0,0.0,0.0,0.5,0.8628252227530402,0.0,0.0,0.0,0.3333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fc1ccc(CNc2nc3ccccc3n3nnnc23)cc1,0.8487666542521828,0.13685187779874253,0.8035059874300633,0.6223762313156906,0.31821340342001364,0.0,0.3572078026260967,0.6334387970166383,0.35275691714791174,0.459288537549407,0.6363636363636362,0.7822410147991543,0.04118819578257449,0.32659715652191856,0.26533892355072575,0.699109067547786,0.4306733719301059,0.7517927785251131,0.15127739415293806,0.5867039731821305,0.7859910506061614,0.25738088034851175,0.5279022224648965,0.2886597938144329,0.00015345237352491423,0.21146113701892674,0.036989170596952295,0.1265648500999575,0.1174583854108027,0.15946931512609608,0.1624249977363588,0.0,0.0,0.0,0.23699747623497458,0.10934642632249934,0.1098764810555114,0.23525007775994175,0.357646207541452,0.1187234805037135,0.1916105795194192,0.08157122245936978,0.32198214558801985,0.0,0.4803243813028115,0.0,0.05455614698317108,0.0719934163449604,0.47772210072819765,0.0,0.0,0.1655941309981883,0.2323942270682006,0.0,0.0,0.2518269700230322,0.16059397912655007,0.09277942680426995,0.06120588200506231,0.44638195415207343,0.0,0.3697937255298735,0.0,0.2765126870527001,0.0,0.09644888872321228,0.0,0.07076456942597807,0.22895178627878335,0.17166057295355153,0.14645173892990718,0.22787755436994758,0.2853521181377778,0.2877342601810112,0.0,0.1531718607875311,0.0,0.07924237611681799,0.2610892705463206,0.3659678532387322,0.6167023162298413,0.4462217982441327,0.40525752364427087,0.16582520353581293,0.5196686775297977,0.06666666666666667,0.1,0.4,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.5,0.16666666666666666,0.4,0.21428571428571427,0.0,0.0,0.0,0.5,0.6757491246472487,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Fc1ccc(CNc2nc3ccccc3n3cnnc23)cc1,0.8494212278768503,0.13144508482542783,0.804829942456747,0.6251870092290234,0.3160476723871484,0.0,0.32347513199849337,0.6333811490038349,0.3528158214614822,0.459288537549407,0.6363636363636362,0.7822410147991543,0.04118819432453019,0.3265017840621134,0.25292362506642285,0.6897451282905136,0.4389314200702361,0.7554924372256548,0.15185294666838345,0.5867040276748045,0.7859910506061614,0.25738088034851175,0.5270510280616704,0.29896907216494845,0.00015345237352491423,0.21398784458058676,0.03754542646157645,0.1265648500999575,0.24521643693864892,0.15946931512609608,0.1624249977363588,0.0,0.0,0.11025546242770698,0.23699747623497458,0.0,0.2197529621110228,0.23525007775994175,0.2650109845499916,0.1187234805037135,0.1916105795194192,0.08157122245936978,0.32198214558801985,0.0,0.3758559110955879,0.0,0.05455614698317108,0.0719934163449604,0.5281747708297225,0.0,0.0,0.1655941309981883,0.2323942270682006,0.0,0.0,0.19705569598553724,0.16059397912655007,0.09277942680426995,0.06120588200506231,0.5045799140604591,0.0,0.3697937255298735,0.0,0.22409726740403385,0.0,0.09644888872321228,0.0,0.07076456942597807,0.22895178627878335,0.17166057295355153,0.14645173892990718,0.2526789191471774,0.3371025114540178,0.228373129476212,0.0,0.1553364282989348,0.0,0.0797791241429529,0.20057354943064634,0.37697543546676776,0.6191216909513091,0.4525110800386743,0.46435207355495356,0.16694554841548925,0.5196686775297977,0.0625,0.1,0.3333333333333333,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.41666666666666663,0.16666666666666666,0.33333333333333337,0.21428571428571427,0.0,0.0,0.0,0.5,0.7258758084481273,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(COc2ccc(Nc3[nH]cnc4ncnc3-4)cc2)cc1,0.28315451591183205,0.29794368155016104,0.9099769911555259,0.5737025324524822,0.36875954905446523,0.0,0.288511878071221,0.47741639360296206,0.5121794562394153,0.3652173913043478,0.5779816513761467,0.7286821705426357,0.017476617378883286,0.33500218153737826,0.2831895025493123,0.6728905006186419,0.49040861417706694,0.7888913421397723,0.14087231618962182,0.4692152639224501,0.8125689577395181,0.16525748568647736,0.4946714532459507,0.2415316642120765,0.0004619485125267257,0.29794626434440075,0.06108238556132112,0.35796709979063773,0.4947234619439263,0.3157208521705144,0.0,0.0,0.0,0.0,0.378005357603341,0.0,0.0,0.29406259719992717,0.2650109845499916,0.10317057681313821,0.10988283834747814,0.08800801235605407,0.16465517339718094,0.0,0.38264820199839505,0.0,0.05507401669385275,0.0719934163449604,0.5806140786025389,0.0,0.4911805426961209,0.3131261776740648,0.26192013055381996,0.19556201489914637,0.0,0.20061679366067395,0.16211840418415427,0.0,0.06120588200506231,0.618575618237854,0.0,0.2553512784096389,0.0,0.3079050097592713,0.0,0.0,0.0,0.0,0.23041905269170512,0.23600784002500896,0.07637577954464012,0.08660756784655016,0.64204226581,0.2813446168948803,0.06805286178849872,0.07950606832748683,0.0,0.22554022329403692,0.06522212210105793,0.3528553753581585,0.6785377910790455,0.5549741709090781,0.5147024271803308,0.1675591155595294,0.5196686775297977,0.05555555555555555,0.2,0.4,0.0,0.5,0.25,0.5,0.0,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.33333333333333337,0.3571428571428571,0.0,0.0,0.0,0.5,0.7754556556984508,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1ccc(CNc2nc3ccccc3n3cnnc23)nc1,0.1913793892329531,0.32005657618308764,0.915391749617388,0.6142583885276438,0.2787786855240169,0.0,0.32347686618652527,0.6353327485192113,0.35082169149537656,0.4608695652173913,0.6819571865443425,0.8305647840531563,0.006569962692406783,0.3575196964074463,0.25318561381037186,0.6963514621539528,0.43584269231950046,0.7496509774054219,0.15183211609012404,0.7333644162138392,0.7843003094944039,0.2716104451573041,0.5008871678295269,0.2989690721649484,0.00010795278441481248,0.19825513184433777,0.035402536038886316,0.1265648500999575,0.12775805152784622,0.15946931512609608,0.1624249977363588,0.0,0.0,0.23512458099251013,0.12600178586778032,0.0,0.2197529621110228,0.1764375583199563,0.21558325572509968,0.11241225667227607,0.40415259789434266,0.0,0.32198214558801985,0.0,0.47151796159518666,0.0,0.05455614698317108,0.0719934163449604,0.4838703031009532,0.0,0.0,0.1655941309981883,0.13244523185538387,0.0,0.0,0.24720989440070573,0.16059397912655007,0.0,0.06264130917976493,0.5057800218801474,0.0,0.3697937255298735,0.0,0.2765126870527001,0.0,0.0,0.0,0.0,0.22895178627878335,0.1730100861044221,0.0,0.17142918959498205,0.5511166000573512,0.2839004742093326,0.0,0.04720876278273244,0.0,0.13774091466326602,0.20205873574755515,0.38057919917565103,0.6289753344274457,0.44054319833054234,0.5282920516380434,0.1692086450724355,0.5196686775297977,0.06666666666666667,0.1,0.4,0.0,0.0,0.0,0.25,0.75,0.6666666666666666,0.5,0.16666666666666666,0.33333333333333337,0.21428571428571427,0.0,0.0,0.0,0.5,0.6642241300741871,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c1cncc(-c2nnc(SCc3cccc4ccccc34)o2)c1,0.27658623135057986,0.26959219597751477,0.9030345962787261,0.4869841674481724,0.37322472528315603,0.0,0.45763731300966354,0.5735925882347831,0.41390733112857014,0.362570888468809,0.617072197846031,0.7866531850353893,0.15706372920903355,0.27316105464080387,0.2578576368813661,0.7424819792370374,0.5124063248665807,0.8879625213531075,0.37272331570032047,0.5275895827695735,0.804868046485639,0.19843033893334766,0.519138530185962,0.35198821796759955,0.0002916081822066425,0.28801534875800583,0.05923432653455542,0.10514919585025088,0.0,0.0,0.1694299261907167,0.2210342390589513,0.0,0.12486911856480315,0.0,0.0,0.2197529621110228,0.5257173476733904,0.25292571101081734,0.3291826835591525,0.09661718289775731,0.08206795890830756,0.32249580629330604,0.0,0.2913893613526087,0.0,0.09149110045684701,0.0,0.5785332962518067,0.0,0.3258118378641375,0.0,0.0,0.0,0.1689789083281391,0.1527711330566687,0.14116241991915218,0.0,0.06120588200506231,0.7048421533451664,0.0,0.4927446586973761,0.0,0.21067826935588813,0.0,0.0,0.0,0.0,0.14128150042422044,0.11704408212017806,0.1971872888139786,0.3306384573822015,0.1426760590688889,0.6422428173289237,0.06345967049291118,0.07881102068945664,0.04999628845088357,0.07258374594601713,0.19935988441572894,0.32804585403666364,0.6483615147466834,0.5715289378148541,0.5268139013093376,0.14533328591344777,0.5196686775297977,0.05555555555555555,0.0,0.26666666666666666,0.0,0.0,0.0,0.5,0.5,0.6666666666666666,0.41666666666666663,0.0,0.26666666666666666,0.2857142857142857,0.0,0.0,0.0,0.5,0.8541669773692521,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1nnnn1NCc1cccc(OCc2ccccc2)c1,0.28368775409071884,0.1183834531162771,0.8660082895239216,0.729333045720098,0.3226873477905376,0.0,0.4267533823137651,0.4774276968535107,0.5121679066615148,0.459288537549407,0.6363636363636362,0.748414376321353,0.01747685974797114,0.32208495089668165,0.17512228642447236,0.6832332301239643,0.3964275621242179,0.670331817901838,0.09818337321982928,0.4690841852118125,0.7638874236945894,0.2129143121021635,0.4030104335101336,0.2886597938144331,0.00011744167542982823,0.31083083615678475,0.07399718589892741,0.37840804650285803,0.24949406334182195,0.0,0.0,0.2517419290389319,0.0,0.0,0.0,0.0,0.10324175828811266,0.46111859196912824,0.2992823085037941,0.0,0.1136589269511983,0.08800801235605407,0.08512852101377937,0.0,0.38994848484139244,0.0,0.10963016367702383,0.151107675846766,0.5240704870418429,0.0,0.16354376893683154,0.4950991651621594,0.13541556501233165,0.19556201489914637,0.0,0.20444422399780726,0.32271238331070434,0.0,0.12241176401012462,0.5021796984210826,0.0,0.0,0.0,0.36955107351984395,0.0,0.0,0.0,0.07235958192416858,0.16719184546953442,0.1745520701778426,0.05782883081911724,0.0,0.64204226581,0.23342133393788272,0.15042646730974452,0.07956249492308975,0.0,0.035915575401417606,0.19140521703054442,0.6412318873763341,0.6398662111507624,0.5554043957297365,0.40525752364427087,0.18884440601940858,0.5196686775297977,0.13333333333333333,0.30000000000000004,0.4666666666666667,0.0,0.0,0.0,0.5,0.25,0.5,0.5833333333333333,0.3333333333333333,0.4,0.42857142857142855,0.0,0.0,0.0,0.375,0.6056794775556734,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Nc1nnc(SCc2coc(-c3ccc(Cl)cc3)n2)s1,0.28794237743374024,0.25256398373041555,0.8988649180034056,0.7526613340401215,0.3851252857866227,0.0,0.36413246245972297,0.5327322723061706,0.4556581000623694,0.6086956521739131,0.732110091743119,0.7906976744186047,0.1866822516699953,0.33091612270636084,0.2458341747480126,0.8492725294003378,0.5105602572865955,0.897590244320887,0.374760578752667,0.567025671436416,0.7934484722693609,0.2432432049494882,0.39315370934834487,0.512518409425626,4.1163405019880344e-05,0.26238449152520116,0.06345303413225795,0.24163774538995142,0.1264626241867385,0.11895122757391824,0.3170246167569504,0.0,0.0,0.0,0.12600178586778032,0.0,0.2197529621110228,0.3364075247764152,0.21558325572509968,0.296392335439405,0.09888309142372519,0.08206795890830756,0.5700361670462304,0.0,0.2913893613526087,0.0,0.08412970414240319,0.07763827765426883,0.32888016882770577,0.0,0.3258118378641375,0.17857803911891548,0.11682132745226015,0.0,0.4985172328834886,0.1527711330566687,0.14116241991915218,0.0,0.06264130917976493,0.3613429243546595,0.24999999999999997,0.2539289725173674,0.0,0.31648503578399484,0.0,0.0,0.0,0.0,0.2771068651278277,0.16131949864044703,0.2788193058097665,0.2518007450517403,0.1426760590688889,0.1691378915138143,0.3124999426808236,0.083615227461764,0.2828852368335725,0.07745704275981043,0.158877867410505,0.5146647386700738,0.6466903217710364,0.26285548777997564,0.4633303838044412,0.14533328591344777,0.5196686775297977,0.08333333333333333,0.2,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.5,0.5833333333333333,0.16666666666666666,0.4666666666666667,0.2857142857142857,0.0,0.0,0.0,0.375,0.7832356484404384,0.0,0.0,0.0,0.3333333333333333,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clc1ccc(-c2nnc(SCc3ccon3)o2)c(Cl)c1,0.30715448738580997,0.19239507970260303,0.8841314293474049,0.6658917666115703,0.3924949089976478,0.0,0.45774188515550945,0.5735892847137294,0.41391070664197593,0.5356521739130434,0.732110091743119,0.8093023255813954,0.18669243014945308,0.329414050056533,0.28919193906560436,0.8053382674190672,0.5408065577091699,0.9149238220966756,0.3727029443610611,0.508705860876946,0.7972823851553594,0.2652772470979912,0.3959948675387117,0.5228276877761413,4.2029098611386845e-05,0.2652381164499761,0.05970688933507405,0.21282036266221369,0.1264626241867385,0.0,0.1694299261907167,0.2210342390589513,0.0,0.0,0.0,0.0,0.2197529621110228,0.3889615356762882,0.16168744179382477,0.3055153468961931,0.28272538668677316,0.16610429244449607,0.5003772380705186,0.0,0.2947038571682232,0.0,0.09149110045684701,0.0,0.3689295512873958,0.0,0.3258118378641375,0.0,0.0,0.0,0.5023122416614725,0.1545088741976374,0.14116241991915218,0.0,0.06264130917976493,0.4110684836097314,0.49999999999999994,0.2539289725173674,0.0,0.26411027976577756,0.0,0.0,0.0,0.0,0.4128431491248698,0.058892065035174135,0.21757664727944448,0.3321427026012544,0.0,0.17106180126495316,0.46177473490106313,0.11722822014331555,0.4311022045799919,0.018057263842193416,0.23166034935961563,0.30516125056201143,0.6369908746480453,0.24929967733034872,0.4589499171987517,0.14533328591344777,0.5196686775297977,0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.5,0.5,0.0,0.4666666666666667,0.2857142857142857,0.0,0.0,0.0,0.375,0.8331717679888508,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
